=> 2-grams:
de las dos: 3 
Remedios en la: 3 
a media noche: 3 
de dolor y: 3 
la conciencia y: 3 
y encontró en: 3 
y las mariposas: 3 
cosas del mundo: 3 
a sus amigos: 3 
mano en la: 3 
los tiempos del: 3 
cuarto que le: 3 
los pies y: 3 
cuál era el: 3 
los hombres que: 3 
se fueron a: 3 
la incertidumbre de: 3 
se le habían: 3 
a Aureliano en: 3 
el vientre y: 3 
y encontró a: 3 
la cabeza con: 3 
con la yema: 3 
la yema de: 3 
yema de los: 3 
que no lo: 3 
le había hecho: 3 
porque la casa: 3 
había perdido la: 3 
la pasión de: 3 
de Rebeca que: 3 
un acceso de: 3 
Pietro Crespi y: 3 
dijo a Aureliano: 3 
acuerdo con la: 3 
tiempo para que: 3 
se enteró del: 3 
se puso el: 3 
noche de la: 3 
la mano de: 3 
las cosas con: 3 
en compañía de: 3 
y por la: 3 
de tomar el: 3 
por los dormitorios: 3 
a su soledad: 3 
la vista y: 3 
la dentadura postiza: 3 
taller de Aureliano: 3 
de minúsculas flores: 3 
los pergaminos que: 3 
se alimentaba de: 3 
de fusilamiento Arcadio: 3 
en mucho tiempo: 3 
una información más: 3 
pero sólo consiguió: 3 
en el agua: 3 
pasó mucho tiempo: 3 
de fiebre en: 3 
y no lo: 3 
la mañana siguiente: 3 
en el vientre.: 3 
cuando ya el: 3 
que lo enterraran: 3 
de cualquier modo: 3 
vio en el: 3 
se supo de: 3 
y juguetes de: 3 
la amenaza que: 3 
de Úrsula se: 3 
Era una precaución: 3 
la sala a: 3 
de un sueño: 3 
que nada tenía: 3 
nada tenía que: 3 
tenía que ver: 3 
pasar por la: 3 
las puertas de: 3 
de su piel: 3 
de su risa: 3 
dijo Aureliano .: 3 
reloj y el: 3 
mucho más que: 3 
los muertos que: 3 
a los que: 3 
que llegaban de: 3 
entró al taller: 3 
Aureliano y le: 3 
contestó que era: 3 
por todos los: 3 
solos en la: 3 
de cuerda que: 3 
y él contestó: 3 
él contestó que: 3 
un niño y: 3 
la cama con: 3 
para que fueran: 3 
que fueran a: 3 
que seguía siendo: 3 
de su fuerza: 3 
al tronco del: 3 
cobertizo de palma: 3 
padre Nicanor Reyna: 3 
una tarde de: 3 
con los mismos: 3 
botines de charol: 3 
En medio del: 3 
por el sol: 3 
el sol y: 3 
y la lluvia: 3 
con los dedos: 3 
de su madre.: 3 
la boda de: 3 
de estar en: 3 
en los puros: 3 
los puros huesos: 3 
de Macondo que: 3 
a los hijos: 3 
padre Nicanor se: 3 
de tamaño natural: 3 
que a las: 3 
los brazos en: 3 
de Dios. El: 3 
con un pañuelo: 3 
sacó de la: 3 
los brazos y: 3 
en duda el: 3 
el tropel de: 3 
que una mañana: 3 
la única persona: 3 
asombrado de la: 3 
le preguntó cómo: 3 
por su propia: 3 
y se dedicó: 3 
la iglesia con: 3 
Amaranta en la: 3 
sin embargo no: 3 
no era hombre: 3 
era hombre de: 3 
la responsabilidad de: 3 
la visita de: 3 
tres meses de: 3 
al padre Nicanor: 3 
dinero que le: 3 
Amaranta no se: 3 
y luego el: 3 
la boda y: 3 
con las muñecas: 3 
de Rebeca y: 3 
sus últimos meses: 3 
café sin azúcar.: 3 
por el contrario: 3 
convirtió en una: 3 
como si los: 3 
De pronto cuando: 3 
ya se habían: 3 
punto de cruz: 3 
tarde en el: 3 
bordando en el: 3 
de la Virgen: 3 
la Virgen de: 3 
Virgen de los: 3 
de los Remedios: 3 
los niños en: 3 
por la sal: 3 
y la mirada: 3 
lo vio pasar: 3 
puerta de su: 3 
en el mesón: 3 
y lo puso: 3 
en la calle.: 3 
metieron en un: 3 
los dedos de: 3 
a la familia.: 3 
el día y: 3 
en que Úrsula: 3 
las armas de: 3 
la muerte la: 3 
Pero en el: 3 
en el almuerzo: 3 
el almuerzo y: 3 
secreto de su: 3 
que él le: 3 
con el propósito: 3 
el mismo cuarto: 3 
vio pasar frente: 3 
por la cintura: 3 
de la iglesia: 3 
que volvieran a: 3 
La noche de: 3 
de los muertos.: 3 
en cambio no: 3 
docena de pañuelos: 3 
Pietro Crespi no: 3 
la casa la: 3 
semejante a la: 3 
a la que: 3 
en esa época: 3 
los hijos naturales: 3 
de los hijos: 3 
pero de todos: 3 
con las manos.: 3 
al mando de: 3 
con los nombres: 3 
los nombres de: 3 
un bando que: 3 
cuarenta y ocho: 3 
y ocho horas: 3 
la venta de: 3 
el propio Aureliano: 3 
anunció el término: 3 
Lo que en: 3 
en la primera: 3 
y apareció en: 3 
de la subversión.: 3 
y se empeñó: 3 
lo metió en: 3 
que el médico: 3 
el café con: 3 
inminencia de la: 3 
de fusilar al: 3 
La ley marcial: 3 
El único que: 3 
antes del amanecer: 3 
sin fórmula de: 3 
de jefe civil: 3 
semanas después de: 3 
a la mujer.: 3 
las fuerzas del: 3 
dijo . El: 3 
a la espalda: 3 
la espalda con: 3 
Aureliano Buendía promovió: 3 
habría bastado para: 3 
de la república.: 3 
de las fuerzas: 3 
de los pescaditos: 3 
disparó un tiro: 3 
un tiro de: 3 
calle con su: 3 
la madrugada en: 3 
madrugada en que: 3 
que se fue: 3 
fue todo cuanto: 3 
de las seis: 3 
Pero una noche: 3 
un toque de: 3 
se llevó a: 3 
se disponía a: 3 
de que Arcadio: 3 
tuviera tiempo de: 3 
hasta el fondo: 3 
de abandonar el: 3 
a los presos: 3 
por el mundo: 3 
en la época: 3 
todo contacto con: 3 
sentado en el: 3 
ido a la: 3 
a saber de: 3 
como si las: 3 
la guerra hasta: 3 
de hombres y: 3 
confundido con la: 3 
no se daba: 3 
se transformó en: 3 
en duda que: 3 
arrastrar por la: 3 
y no estaba: 3 
Pero al contrario: 3 
de sus manos: 3 
en el regazo: 3 
a Amaranta con: 3 
de este mundo: 3 
y en medio: 3 
tuvo fuerzas para: 3 
en que Amaranta: 3 
claras de huevo: 3 
de su corazón.: 3 
cuando ya estaba: 3 
donde se le: 3 
peso de una: 3 
en realidad no: 3 
para José Arcadio: 3 
su olor de: 3 
Poco antes de: 3 
la guerra un: 3 
más tarde que: 3 
de costumbre a: 3 
esperó en la: 3 
que Pilar Ternera: 3 
que le inspiraba: 3 
que lo habían: 3 
de hombre y: 3 
con el consentimiento: 3 
el consentimiento de: 3 
Pilar Ternera había: 3 
Por la época: 3 
de par en: 3 
las ventanas y: 3 
de dos cañones: 3 
sartal de conejos: 3 
por la fuerza: 3 
las tierras usurpadas: 3 
Arcadio Buendía en: 3 
después cuando el: 3 
sospecha de que: 3 
lo vio en: 3 
cualquier lugar en: 3 
había sido más: 3 
de los pueblos: 3 
los rincones y: 3 
a quien había: 3 
la vida y: 3 
que habría podido: 3 
pescadito de oro.: 3 
la muerte. No: 3 
tuvo que esperar: 3 
de los fusiles: 3 
echaron a la: 3 
pero antes de: 3 
amanecer después de: 3 
el muro del: 3 
los hombros y: 3 
sino por el: 3 
y se puso: 3 
se puso a: 3 
era mucho más: 3 
adiós con la: 3 
de hielo que: 3 
apenas tuvo tiempo: 3 
. ¡Viva el: 3 
semanas antes de: 3 
La noticia de: 3 
dulce de leche: 3 
la muchedumbre que: 3 
Entonces el coronel: 3 
que llevaba en: 3 
el cuarto del: 3 
que cuando se: 3 
Aureliano José y: 3 
de debajo de: 3 
pensó que la: 3 
que la muerte: 3 
dormitorio de los: 3 
Pero cuando lo: 3 
su última voluntad: 3 
que Úrsula lo: 3 
el final de: 3 
a la misma: 3 
se puso la: 3 
que le quedaba: 3 
los botines de: 3 
realidad no se: 3 
a los militares: 3 
todo el ámbito: 3 
de la capital: 3 
la capital provincial.: 3 
se va a: 3 
uno por uno: 3 
con los otros: 3 
A las cinco: 3 
el coronel .: 3 
levantaba a las: 3 
quedaba en el: 3 
el dormitorio a: 3 
que en otra: 3 
a su padre: 3 
y a José: 3 
la Divina Providencia.: 3 
por el camino: 3 
que las del: 3 
a pleno día: 3 
muerte del coronel: 3 
la leyenda de: 3 
y la guarnición: 3 
coronel Roque Carnicero: 3 
Tres meses después: 3 
a Santa Sofía: 3 
se le veía: 3 
más temprano que: 3 
cuando su marido: 3 
hilo de sangre: 3 
por debajo de: 3 
a la izquierda: 3 
de los Buendía: 3 
la mesa del: 3 
mesa del comedor: 3 
las begonias y: 3 
pasó por el: 3 
el comedor y: 3 
que todavía llevaba: 3 
donde no había: 3 
olor a pólvora: 3 
un día entero: 3 
y tuvieron que: 3 
por dentro con: 3 
los meses siguientes: 3 
muchos años después: 3 
y un sombrero: 3 
un sombrero de: 3 
que los pájaros: 3 
En un tiempo: 3 
un tiempo se: 3 
con la impresión: 3 
boca arriba en: 3 
en que estuvo: 3 
abogados vestidos de: 3 
vestidos de negro: 3 
café sin azúcar: 3 
fuera de peligro.: 3 
muñecas de Remedios: 3 
en la lectura: 3 
la lectura de: 3 
los ojos y: 3 
círculo vicioso de: 3 
la guerra. La: 3 
fabricando pescaditos de: 3 
junto con el: 3 
los niños y: 3 
Úrsula se sorprendió: 3 
ella misma se: 3 
la casa el: 3 
y el tiempo: 3 
los dedos en: 3 
ocho meses después: 3 
en condiciones de: 3 
le daba lo: 3 
a otro exactamente: 3 
otro exactamente igual: 3 
a los animales: 3 
el mecedor de: 3 
después de todo: 3 
que acabara de: 3 
que él la: 3 
único que le: 3 
el pecho con: 3 
la visión de: 3 
el miedo a: 3 
Aureliano José no: 3 
instante de sosiego: 3 
de sosiego mientras: 3 
a Aureliano José.: 3 
con un niño: 3 
Aureliano José que: 3 
los progresos de: 3 
progresos de la: 3 
de sus mejores: 3 
medio de una: 3 
la puerta en: 3 
alcanzó a percibir: 3 
a percibir el: 3 
Aureliano José se: 3 
la guerra se: 3 
Por esa época: 3 
Aureliano Buendía para: 3 
se tomó el: 3 
tomó el trabajo: 3 
el cuarto en: 3 
años después de: 3 
fue la primera: 3 
que vivía en: 3 
mientras el coronel: 3 
de la policía: 3 
la guerra como: 3 
de cabezas de: 3 
los primeros que: 3 
en esta casa: 3 
en su dormitorio: 3 
casi dos meses: 3 
dos meses después: 3 
y no pudo: 3 
porque ya no: 3 
por la edad: 3 
la comprobación de: 3 
comprobación de que: 3 
que ella no: 3 
a toda hora: 3 
sus compañeros de: 3 
se parecía a: 3 
con su propia: 3 
sólo para que: 3 
para que ella: 3 
hijos con cola: 3 
cola de puerco.: 3 
entonces en el: 3 
volvió al cuarto: 3 
para siempre la: 3 
que era hijo: 3 
el origen de: 3 
los ojos abiertos: 3 
dijo Úrsula .: 3 
el apellido de: 3 
para acabar de: 3 
con un aire: 3 
de los tiempos: 3 
nadie había vuelto: 3 
de la madre: 3 
En el curso: 3 
regreso a la: 3 
por no volver: 3 
no volver a: 3 
volver a la: 3 
era hijo de: 3 
de las barajas: 3 
era en realidad: 3 
del ejército regular: 3 
general José Raquel: 3 
y había sido: 3 
quiere decir que: 3 
en los lugares: 3 
general Moneada se: 3 
la tarde mientras: 3 
con la certidumbre: 3 
los miembros de: 3 
alrededor de la: 3 
que tenía algo: 3 
tenía algo que: 3 
algo que ver: 3 
en la fosa: 3 
los ojos a: 3 
entonces cuando decidió: 3 
en un tiempo: 3 
apenas si tenía: 3 
que ella se: 3 
el rigor de: 3 
su mecedor de: 3 
revisión de los: 3 
de los títulos: 3 
peso de su: 3 
la muerte y: 3 
la gente como: 3 
anillo matrimonial y: 3 
A este paso: 3 
detrás de la: 3 
como en otro: 3 
veces por semana: 3 
exacto en que: 3 
se dejaba arrastrar: 3 
ni siquiera por: 3 
medida que la: 3 
todas las tardes.: 3 
con la compañía: 3 
a la adolescencia: 3 
más bella que: 3 
García Márquez El: 3 
en los almendros: 3 
los almendros y: 3 
y se encontró: 3 
No había vuelto: 3 
al abismo de: 3 
que estuvo en: 3 
pasar de la: 3 
de la puerta.: 3 
por la forma: 3 
de que sus: 3 
que cada vez: 3 
no podía soportar: 3 
la llegada de: 3 
renunciar a la: 3 
el apoyo de: 3 
pero el coronel: 3 
todo el peso: 3 
había tenido que: 3 
apareció en el: 3 
una hora antes: 3 
hora antes de: 3 
los zapatos y: 3 
años de guerra: 3 
a la cual: 3 
la cual no: 3 
una casa para: 3 
le vio en: 3 
oro con la: 3 
en un ser: 3 
del armisticio cuando: 3 
el baúl de: 3 
que Úrsula había: 3 
que había logrado: 3 
y la encontró: 3 
que había dejado: 3 
había dejado en: 3 
medio siglo de: 3 
él ni siquiera: 3 
En otra época: 3 
de una ocasión: 3 
del amor y: 3 
amor y que: 3 
no habían dejado: 3 
Úrsula . Es: 3 
cuando ya no: 3 
la Piedad se: 3 
se preparaba para: 3 
de que aquel: 3 
que aquel era: 3 
se preguntó si: 3 
de las cinco: 3 
de la piel: 3 
una trampa de: 3 
trampa de la: 3 
Úrsula trató de: 3 
de su vida.: 3 
la nostalgia de: 3 
de la gloria.: 3 
él mismo no: 3 
que hubiera podido: 3 
del presidente de: 3 
el tiempo en: 3 
de la pluma: 3 
oro en el: 3 
Aureliano Buendía. El: 3 
y mucho más: 3 
través de las: 3 
y entonces se: 3 
la vida sino: 3 
la muerte le: 3 
la patraña de: 3 
un pretexto para: 3 
tratado de Neerlandia: 3 
casa con el: 3 
de toda clase: 3 
cuando supo que: 3 
y ventanas para: 3 
a los soldados: 3 
el joven comandante: 3 
junto a su: 3 
Fernanda del Carpió: 3 
con quien se: 3 
se había casado: 3 
de ir al: 3 
la Piedad le: 3 
la Piedad que: 3 
se quedó con: 3 
Segundo se volvió: 3 
Segundo en cambio: 3 
en cambio se: 3 
y las cosas: 3 
y no había: 3 
se sentaba a: 3 
la historia del: 3 
y ella le: 3 
en el cuarto.: 3 
Aureliano y José: 3 
Aureliano Segundo lo: 3 
ella no lo: 3 
la guerra no: 3 
si fuera una: 3 
le ocurrió a: 3 
y no podía: 3 
la rifa de: 3 
no se sorprendió: 3 
y en vez: 3 
Segundo llegó a: 3 
fue uno de: 3 
seguro de que: 3 
se iba a: 3 
con unos ojos: 3 
que le daban: 3 
Aureliano Segundo tuvo: 3 
el prestigio de: 3 
Segundo se hizo: 3 
Aureliano Segundo apenas: 3 
Petra Cotes a: 3 
para que todo: 3 
en su larga: 3 
de las guerras: 3 
que la de: 3 
como un sonámbulo: 3 
de ella en: 3 
de la vejez: 3 
un cajón de: 3 
por dentro y: 3 
dentro y por: 3 
y por fuera: 3 
a hablar de: 3 
en la otra: 3 
casa en los: 3 
En los últimos: 3 
sacos de lona: 3 
en un lugar: 3 
en los años: 3 
durante la guerra: 3 
un San José: 3 
un servicio de: 3 
y éste le: 3 
le dio el: 3 
no era más: 3 
la llegada del: 3 
en el rostro: 3 
matronas de Francia: 3 
la bella fue: 3 
para ir a: 3 
a la iglesia: 3 
la miseria y: 3 
de terciopelo y: 3 
Era tal el: 3 
en la mano.: 3 
la banda de: 3 
lo invitó a: 3 
de su familia: 3 
sin la menor: 3 
la menor malicia: 3 
muy avanzada la: 3 
la casa porque: 3 
la realidad de: 3 
pasó por la: 3 
en los primeros: 3 
una corona de: 3 
de oro macizo: 3 
y que los: 3 
en el acto: 3 
saber nada de: 3 
la atención que: 3 
la espina dorsal: 3 
a la mujer: 3 
de esmeraldas y: 3 
en el paroxismo: 3 
la capa de: 3 
ella como si: 3 
de la masacre: 3 
vestida de reina: 3 
de regreso a: 3 
la parranda y: 3 
en el hombre: 3 
Petra Cotes sin: 3 
Segundo volvió a: 3 
sucia de sangre: 3 
de charol que: 3 
en el ataúd.: 3 
mientras ella se: 3 
mujer vestida de: 3 
con manteles de: 3 
a los doce: 3 
servicio de plata: 3 
vestido de negro: 3 
en el despacho: 3 
oyó hablar de: 3 
los ejercicios de: 3 
regreso a casa: 3 
porque en el: 3 
aturdimiento de la: 3 
Aureliano Segundo cuando: 3 
solo instante de: 3 
por la lluvia: 3 
la casa al: 3 
la bacinilla de: 3 
las fechas de: 3 
de que Fernanda: 3 
Fernanda se dio: 3 
se sintió tan: 3 
qué era lo: 3 
y ella no: 3 
de las que: 3 
vida de la: 3 
no tardó en: 3 
de sentarse en: 3 
los años y: 3 
los cimientos de: 3 
cimientos de la: 3 
la casa. Cuando: 3 
el nombre del: 3 
había renunciado a: 3 
El resto de: 3 
Úrsula que era: 3 
se apresuraron a: 3 
le mandó a: 3 
miembros de la: 3 
ponerse de acuerdo: 3 
desde la madrugada: 3 
del padre Antonio: 3 
daba lo mismo: 3 
de su llegada: 3 
que en sus: 3 
por el óxido: 3 
por la humedad: 3 
de la soledad.: 3 
de ceniza y: 3 
los recuerdos y: 3 
de la soledad: 3 
la soledad y: 3 
hasta qué punto: 3 
Aureliano Buendía era: 3 
ropa en el: 3 
en el río: 3 
hora de más: 3 
por un tiempo: 3 
causa de la: 3 
el castaño y: 3 
un régimen de: 3 
no había conseguido: 3 
suplicó que le: 3 
al señor Brown: 3 
negro que en: 3 
en el otro: 3 
el otro extremo: 3 
tren cargado de: 3 
se adivinaba el: 3 
adivinaba el porvenir: 3 
los sueños y: 3 
mesas de fritangas: 3 
de fritangas y: 3 
el trajín de: 3 
de míster Herbert: 3 
antiguos habitantes de: 3 
de un año: 3 
región encantada que: 3 
que ya le: 3 
muerto de risa: 3 
el calor y: 3 
el lugar exacto: 3 
de la alberca: 3 
pensar que estaba: 3 
y no tuvo: 3 
una forma de: 3 
un grito de: 3 
en que Remedios: 3 
y sin embargo: 3 
único que no: 3 
Pero cuando vio: 3 
cuando la vio: 3 
la naturaleza de: 3 
merced de la: 3 
vuelto a hablar: 3 
la mañana se: 3 
la índole de: 3 
índole de los: 3 
el pelo y: 3 
la cerca del: 3 
a sus hijos: 3 
en el pulpito: 3 
de la desgracia: 3 
los montones de: 3 
de los libros: 3 
los libros que: 3 
que nadie había: 3 
y una vez: 3 
se le oyó: 3 
de las monjas: 3 
nada que hacer: 3 
su edad y: 3 
pero muy pronto: 3 
No se lo: 3 
las sombras de: 3 
que había hecho: 3 
de los santos.: 3 
y era que: 3 
de la decrepitud: 3 
la casa desde: 3 
no había hecho: 3 
el mundo creía: 3 
que el niño: 3 
le permitió ver: 3 
en la tumba: 3 
al niño en: 3 
niño en la: 3 
Aureliano Segundo tenía: 3 
una vez en: 3 
un siglo de: 3 
la ropa en: 3 
comía en la: 3 
los baúles se: 3 
de la esposa: 3 
las matronas francesas: 3 
y las paredes: 3 
la ansiedad del: 3 
que cuando Aureliano: 3 
de que a: 3 
de la concubina.: 3 
parecida a la: 3 
Segundo en la: 3 
y que a: 3 
Arcadio Segundo para: 3 
de la destrucción: 3 
no hubiera tenido: 3 
hubiera tenido necesidad: 3 
tenido necesidad de: 3 
como no lo: 3 
la Piedad y: 3 
instante de su: 3 
en el tarro: 3 
no le dijo: 3 
siguiente a las: 3 
en el calor: 3 
contra la voluntad: 3 
de la hija.: 3 
tiempo en el: 3 
el clavicordio y: 3 
al cine con: 3 
con sus amigas: 3 
a Fernanda y: 3 
hacer un grande: 3 
grande esfuerzo para: 3 
de las parrandas: 3 
Fue él quien: 3 
pequeña Amaranta Úrsula: 3 
Petra Cotes se: 3 
cada vez menos: 3 
a los bailes: 3 
los bailes de: 3 
del señor Brown: 3 
jamón de Virginia: 3 
se encontró de: 3 
pelirrojo norteamericano que: 3 
el cuerpo y: 3 
su correspondencia con: 3 
Amaranta con los: 3 
a la basura: 3 
que se estaban: 3 
una mujer con: 3 
pensaba en la: 3 
favor de que: 3 
había de morir: 3 
A medida que: 3 
Lo primero que: 3 
como si de: 3 
de Fernanda le: 3 
alcance de la: 3 
los cien años: 3 
la calle que: 3 
cama en el: 3 
en que fue: 3 
el sistema de: 3 
la casa del: 3 
Mauricio Babilonia con: 3 
que Mauricio Babilonia: 3 
en el cine: 3 
los nuevos modelos: 3 
que se estaba: 3 
mariposas amarillas que: 3 
Fernanda en el: 3 
en la última: 3 
de la verdad: 3 
en el antiguo: 3 
versión de la: 3 
con su marido: 3 
metió en una: 3 
polvo y el: 3 
y el calor: 3 
la tarde cuando: 3 
un plato de: 3 
lo último que: 3 
que sólo había: 3 
de los trabajadores.: 3 
una carta que: 3 
compañía bananera no: 3 
de vidrio y: 3 
y le hicieron: 3 
que el ejército: 3 
que no sólo: 3 
nidos de ametralladoras: 3 
que el tren: 3 
techo de la: 3 
el principio del: 3 
de volver a: 3 
en las tinieblas.: 3 
los habían puesto: 3 
que avanzaba el: 3 
para convencerse de: 3 
los que estaban: 3 
con los pantalones: 3 
los militares lo: 3 
y Santa Sofía: 3 
que los militares: 3 
se le fue: 3 
y la cara: 3 
se vio que: 3 
la lluvia. Aureliano: 3 
lluvia. Aureliano Segundo: 3 
que quedaba en: 3 
quedaba en Macondo: 3 
la lluvia porque: 3 
Sin embargo ella: 3 
se echó encima: 3 
en el granero.: 3 
en la enciclopedia: 3 
se iba haciendo: 3 
de la cantaleta: 3 
que en paz: 3 
en paz descanse: 3 
que las otras: 3 
donde no se: 3 
los tiestos de: 3 
más que los: 3 
cama de Úrsula: 3 
de pies a: 3 
pies a cabeza: 3 
un momento a: 3 
el mundo con: 3 
las cortinas de: 3 
el viento árido: 3 
hormigas coloradas que: 3 
de doscientos vagones: 3 
tratando de que: 3 
que las hormigas: 3 
en una hoguera: 3 
de los pergaminos.: 3 
junto a las: 3 
que era lo: 3 
el piso del: 3 
Amaranta Úrsula le: 3 
horas de la: 3 
una camisa de: 3 
porque en aquel: 3 
se asomó al: 3 
a la librería: 3 
sabio catalán y: 3 
la alberca y: 3 
pensando en Amaranta.: 3 
de todo lo: 3 
aspecto de un: 3 
que le dieran: 3 
natural de la: 3 
no era tan: 3 
cabezas de gallo: 3 
modo que Aureliano: 3 
de que Gastón: 3 
esperar el aeroplano: 3 
mecedor de bejuco: 3 
las cartas del: 3 
cartas del sabio: 3 
de fusilamiento el: 2 
fusilamiento el coronel: 2 
tarde remota en: 2 
remota en que: 2 
una aldea de: 2 
casas de barro: 2 
barro y cañabrava: 2 
orilla de un: 2 
de un río: 2 
río de aguas: 2 
de aguas diáfanas: 2 
era tan reciente: 2 
tan reciente que: 2 
Todos los años: 2 
el mes de: 2 
la aldea y: 2 
de pitos y: 2 
conocer los nuevos: 2 
y todo el: 2 
al ver que: 2 
de su sitio: 2 
por la desesperación: 2 
la desesperación de: 2 
y aun los: 2 
detrás de los: 2 
más lejos que: 2 
el ingenio de: 2 
era posible servirse: 2 
posible servirse de: 2 
oro de la: 2 
la honradez de: 2 
una partida de: 2 
Úrsula I guaran: 2 
oro para empedrar: 2 
Durante varios meses: 2 
varios meses se: 2 
el acierto de: 2 
voz alta el: 2 
el conjuro de: 2 
hombres de su: 2 
encontraron dentro un: 2 
el cuello un: 2 
volvieron los gitanos.: 2 
como el último: 2 
el último descubrimiento: 2 
